event_id,session_id,event_ts,event_type,user_id,ip,user_agent,amount
e7e4fa38-b1bc-41d5-8d23-b58e41f72ed6,sess-0037,2026-05-03T00:37:00,session_start,user-0037,192.0.2.15,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
c02d84d4-dabe-43f0-aa3a-ba70d98bb99b,sess-0038,2026-05-04T01:38:00,page_view,user-0038,192.0.2.16,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
6e719279-a981-49de-b4dc-41d67d332091,sess-0039,2026-05-05T02:39:00,session_start,user-0039,192.0.2.17,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),
33d99d24-59d4-4d50-848b-13ba7fb731be,sess-0000,2026-05-06T03:40:00,session_start,user-0040,192.0.2.18,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
0112e271-a9eb-4817-957e-7ffb7635dfbc,sess-0001,2026-05-07T04:41:00,page_view,user-0041,192.0.2.19,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
89f55565-a3aa-4fc8-98e2-4f7b8bb1bdb9,sess-0002,2026-05-08T05:42:00,login,user-0042,192.0.2.20,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),
ab1b9869-d685-4b59-8d03-4c28ec3ee6e9,sess-0003,2026-05-09T06:43:00,login,user-0043,192.0.2.21,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
65678a47-dd73-45d7-950f-874479e6343a,sess-0004,2026-05-10T07:44:00,session_start,user-0044,192.0.2.22,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
1369562b-bbb8-4895-a3ba-53752a95937a,sess-0005,2026-05-11T08:45:00,purchase,user-0045,192.0.2.23,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),53.71
3c5d2016-2bbe-4e1c-ac5d-8bfccc915fd8,sess-0006,2026-05-11T10:46:00,session_start,user-0046,192.0.2.24,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
13c27d6f-2043-454b-98a8-b68efe95bb90,sess-0007,2026-05-12T11:47:00,login,user-0047,192.0.2.25,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
f14a63dd-d153-4a51-944a-0333c7ec1ea4,sess-0008,2026-05-13T12:48:00,login,user-0048,192.0.2.26,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),
d5e457d5-3319-4779-a9e3-2f429ac03d92,sess-0009,2026-05-14T13:49:00,login,user-0049,192.0.2.27,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
53e1e872-12ae-4421-adfa-8a371ff84be4,sess-0010,2026-04-20T14:50:00,session_start,user-0000,192.0.2.28,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
f5c7a715-5ef2-4a14-8d59-ec3ece0b6855,sess-0011,2026-04-21T15:51:00,purchase,user-0001,192.0.2.29,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),97.07
c0493e10-078c-4dc9-a9f5-e43a2fd10941,sess-0012,2026-04-22T16:52:00,login,user-0002,203.0.113.10,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
615eb8a7-1fcf-4a55-828e-04728a862eaa,sess-0013,2026-04-23T17:53:00,page_view,user-0003,203.0.113.11,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
d244b9c0-6207-4293-88db-b93969a91deb,sess-0014,2026-04-24T18:54:00,page_view,user-0004,8.8.8.8,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),
693a3713-56ca-4d75-b217-f88a5a149778,sess-0015,2026-04-25T19:55:00,page_view,user-0005,1.1.1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
69531c10-5ca2-41bf-93a4-26de7323e894,sess-0016,2026-04-26T20:56:00,session_start,user-0006,165.21.186.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
41ca7c3a-5234-49f3-b8d4-c3f731635025,sess-0017,2026-04-27T21:57:00,page_view,user-0007,185.220.101.50,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),
6e64c564-fcf5-4d83-84b1-0c0e5da7801d,sess-0018,2026-04-28T22:58:00,session_start,user-0008,192.0.2.10,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
79c1907c-8757-4822-b583-9c8567bd0298,sess-0019,2026-04-29T23:00:00,page_view,user-0009,192.0.2.11,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
81ea3dc0-216e-45c8-83b5-04795b1e6ee8,sess-0020,2026-05-01T00:01:00,purchase,user-0010,192.0.2.12,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),58.2
7086c1cc-5adb-4801-8147-1a226b2833f9,sess-0021,2026-05-02T01:02:00,login,user-0011,192.0.2.13,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
524b0c3f-2e80-4c08-89a5-d33707b26449,sess-0022,2026-05-03T02:03:00,session_start,user-whale-001,192.0.2.14,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
e6991c44-8023-45a1-ba89-2e1d2418bc75,sess-0023,2026-05-04T03:04:00,login,user-0013,192.0.2.15,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),
1153fc6a-e2cd-4b40-8577-1a2e3e2f832e,sess-0024,2026-05-05T04:05:00,login,user-0014,192.0.2.16,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
ab590f2d-007e-4faa-8d4e-515fa16230dd,sess-0025,2026-05-06T05:06:00,login,user-0015,192.0.2.17,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
625b2863-229d-4b95-bfc5-3d083c9230ea,sess-0026,2026-05-07T06:07:00,login,user-0016,192.0.2.18,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),
fa881d84-c92d-4b0b-b4e4-9b02180f121f,sess-0027,2026-05-08T07:08:00,page_view,user-0017,192.0.2.19,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
0255a2f0-6475-4b15-9c97-66a5844c0d4b,sess-0028,2026-05-09T08:09:00,page_view,user-0018,192.0.2.20,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
e32a3b4d-6457-449c-9731-663a79e23f70,sess-0029,2026-05-09T10:10:00,session_start,user-0019,192.0.2.21,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),
7101efb2-1d03-40f6-aae7-57b0cf7b6018,sess-0030,2026-05-10T11:11:00,session_start,user-0020,192.0.2.22,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
163548fe-9545-4f94-9283-c514e1a1b52c,sess-0031,2026-05-11T12:12:00,session_start,user-0021,192.0.2.23,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
14d1c87c-5497-4967-94b9-56711c797487,sess-0032,2026-05-12T13:13:00,page_view,user-0022,192.0.2.24,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),
d5dbeb56-5eb5-4a6f-b8c9-5a3ee5f6df62,sess-0033,2026-05-13T14:14:00,session_start,user-0023,192.0.2.25,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
9e64a47c-75df-4ee5-9609-6c2c75f0bc34,sess-0034,2026-05-14T15:15:00,login,user-0024,192.0.2.26,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
c87f261c-a9f3-4d9b-8b1f-f2223fe4a862,sess-0035,2026-04-20T16:16:00,page_view,user-0025,192.0.2.27,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),
374e1804-8ff8-4195-8490-871668cf6d82,sess-0036,2026-04-21T17:17:00,session_start,user-0026,192.0.2.28,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
0b0ddf95-aae1-4920-9288-5fa645b242ef,sess-0037,2026-04-22T18:18:00,login,user-0027,192.0.2.29,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
39b0b2fe-632f-493c-b228-e411d9e574c6,sess-0038,2026-04-23T19:19:00,session_start,user-0028,203.0.113.10,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),
0d98ecbb-2ea3-4b56-b57a-d5fb5ec3498b,sess-0039,2026-04-24T20:20:00,purchase,user-0029,203.0.113.11,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,111.55
965e266c-08fa-45de-97e7-15e2e1eea4de,sess-0000,2026-04-25T21:21:00,session_start,user-0030,8.8.8.8,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
aa5c79ef-7543-47c2-a7b0-190ac912fb4c,sess-0001,2026-04-26T22:22:00,purchase,user-0031,1.1.1.1,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),53.65
a2c355d3-0df4-4b0b-a030-c5de203d0655,sess-0002,2026-04-27T23:23:00,session_start,user-0032,165.21.186.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
e53a1a35-296a-4b16-9912-3f77dd550c18,sess-0003,2026-04-29T00:24:00,page_view,user-0033,185.220.101.50,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
1855e322-cad2-4f6c-a7ac-0574cacf82f3,sess-0004,2026-04-30T01:25:00,page_view,user-0034,192.0.2.10,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),
1f62b826-09a7-47c9-b53e-0cf98ef8af3e,sess-0005,2026-05-01T02:26:00,purchase,user-0035,192.0.2.11,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,30.04
62f76de9-098d-4bac-bf49-e42f92273f80,sess-0006,2026-05-02T03:27:00,login,user-0036,192.0.2.12,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
e8e1b9c2-4de2-4209-8122-32a802f1359b,sess-0007,2026-05-03T04:28:00,login,user-0037,192.0.2.13,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),
8de85345-a39d-45e7-be74-a55b135a39df,sess-0008,2026-05-04T05:29:00,purchase,user-0038,192.0.2.14,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,11.57
6c15cd3a-4cdd-4fb2-a6cd-dd4899c5a227,sess-0009,2026-05-05T06:30:00,session_start,user-0039,192.0.2.15,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
e3ba6674-dae0-43de-8be1-39b84847b1c3,sess-0010,2026-05-06T07:31:00,page_view,user-0040,192.0.2.16,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),
b29484a3-5d95-49fa-992f-efe1fd939556,sess-0011,2026-05-07T08:32:00,login,user-0041,192.0.2.17,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
63df3da4-b025-4b17-9fcc-f2d421ef986e,sess-0012,2026-05-07T10:33:00,login,user-0042,192.0.2.18,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
153cf0f7-eb82-4a57-a21a-51a6c41be846,sess-0013,2026-05-08T11:34:00,page_view,user-whale-001,192.0.2.19,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),
6537ceb5-ae41-41d5-a43a-c5336a5a819e,sess-0014,2026-05-09T12:35:00,login,user-0044,192.0.2.20,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
357e48ce-c036-40bd-9b2c-d483d16ceca7,sess-0015,2026-05-10T13:36:00,login,user-0045,192.0.2.21,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
a4ce1765-8dc9-4803-bacc-cd8ff202b82b,sess-0016,2026-05-11T14:37:00,page_view,user-0046,192.0.2.22,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),
32fa72dc-060d-49fc-afe0-dcf5cbaced23,sess-0017,2026-05-12T15:38:00,session_start,user-0047,192.0.2.23,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
2cb9ec79-beef-47cd-a354-7993db9a1c84,sess-0018,2026-05-13T16:39:00,login,user-0048,192.0.2.24,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
fb4b1101-ebfb-4ee3-aa44-97394d5518e7,sess-0019,2026-05-14T17:40:00,page_view,user-0049,192.0.2.25,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),
6b3d2b01-dd86-4921-9ecf-6d8bebe3ec56,sess-0020,2026-04-20T18:41:00,login,user-0000,192.0.2.26,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
45e94e82-6d09-4590-a147-2325005f3c21,sess-0021,2026-04-21T19:42:00,login,user-0001,192.0.2.27,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
7aabe0d7-7682-4332-b6e8-1b29919f99c9,sess-0022,2026-04-22T20:43:00,session_start,user-0002,192.0.2.28,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),
2a9825e6-eb68-4f18-8f27-00c9ccf40f55,sess-0023,2026-04-23T21:44:00,purchase,user-0003,192.0.2.29,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,112.49
406b3cdf-1174-489f-ac66-ccbb9f5c8bb4,sess-0024,2026-04-24T22:45:00,page_view,user-0004,203.0.113.10,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
9b53331e-27c9-4995-a2f9-7cb35fdecc48,sess-0025,2026-04-25T23:46:00,purchase,user-0005,203.0.113.11,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),32.45
9dd54f7b-aa6b-4820-a7e7-009c79266901,sess-0026,2026-04-27T00:47:00,session_start,user-0006,8.8.8.8,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
f4b53d1e-4cb4-4c1f-8ebc-a4729c59d084,sess-0027,2026-04-28T01:48:00,page_view,user-0007,1.1.1.1,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
6cd59fb1-f9f5-4e00-9d1a-d9aa1456da9b,sess-0028,2026-04-29T02:49:00,purchase,user-0008,165.21.186.1,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),57.58
aeb54ccb-8b47-4d6c-8d8f-0f8f82ca07dc,sess-0029,2026-04-30T03:50:00,login,user-0009,185.220.101.50,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
2ae801b6-c4d2-4333-9f6f-becd55b58f51,sess-0030,2026-05-01T04:51:00,login,user-0010,192.0.2.10,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
beee2cf1-bf80-4ec2-9ed4-2bea9cd806ec,sess-0031,2026-05-02T05:52:00,session_start,user-0011,192.0.2.11,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),
53f162d2-8bf3-4c55-a237-665c6b8f0dfc,sess-0032,2026-05-03T06:53:00,login,user-0012,192.0.2.12,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
9e1cb599-c1e8-4340-93ce-f46252040a0d,sess-0033,2026-05-04T07:54:00,login,user-0013,192.0.2.13,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
c9285bbc-eb2a-4f22-9f74-1a117a696091,sess-0034,2026-05-05T08:55:00,page_view,user-0014,192.0.2.14,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),
69eb6b0a-a05f-47ec-ac04-0917496c107d,sess-0035,2026-05-05T10:56:00,purchase,user-0015,192.0.2.15,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,20.23
b27410db-8bf6-49a9-9418-f671fc0c32dd,sess-0036,2026-05-06T11:57:00,purchase,user-0016,192.0.2.16,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,106.3
a5a72c06-a47e-41c9-8c24-89419202c515,sess-0037,2026-05-07T12:58:00,page_view,user-0017,192.0.2.17,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),
7b87280f-8a42-434e-ad47-4a25e961dc29,sess-0038,2026-05-08T13:00:00,purchase,user-0018,192.0.2.18,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,37.77
363dba15-0d95-4aca-926c-6f07c88c1641,sess-0039,2026-05-09T14:01:00,session_start,user-0019,192.0.2.19,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
be1819b8-40c7-48a6-9ab4-cc82ff0a3788,sess-0000,2026-05-10T15:02:00,purchase,user-0020,192.0.2.20,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),75.34
9fc4a0d7-5e31-45e0-8553-e224e0e8b9c6,sess-0001,2026-05-11T16:03:00,login,user-0021,192.0.2.21,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
447ed8fd-8b83-4e0a-bfe0-1852e119d663,sess-0002,2026-05-12T17:04:00,purchase,user-0022,192.0.2.22,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,112.15
80fb8493-2093-44e4-8314-890170590819,sess-0003,2026-05-13T18:05:00,login,user-0023,192.0.2.23,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),
3b3c4d6b-d1bf-422d-a280-98092a37ed0d,sess-0004,2026-05-14T19:06:00,page_view,user-whale-001,192.0.2.24,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
532f77e5-e9a3-459a-a0fb-9db3477ef8b6,sess-0005,2026-04-20T20:07:00,purchase,user-0025,192.0.2.25,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,18.27
c73a3ada-b7b2-416d-bf1f-8208e63a3eb8,sess-0006,2026-04-21T21:08:00,login,user-0026,192.0.2.26,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),
81af02e1-d4c0-44c3-8dae-f118871d5d8b,sess-0007,2026-04-22T22:09:00,page_view,user-0027,192.0.2.27,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,
134095e0-210f-4669-9818-1142594ab70d,sess-0008,2026-04-23T23:10:00,purchase,user-0028,192.0.2.28,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,37.4
6289deff-5a19-4cdd-bf16-eef6e842606f,sess-0009,2026-04-25T00:11:00,page_view,user-0029,192.0.2.29,Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X),
68505436-2b17-4d00-a037-7a419f5a101a,sess-0010,2026-04-26T01:12:00,purchase,user-0030,203.0.113.10,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,28.41
c353b662-db8d-4b5d-9d3d-4a8542d85b5c,sess-0011,2026-04-27T02:13:00,purchase,user-0031,203.0.113.11,Mozilla/5.0 (Windows NT 10.0; Win64; x64) Chrome/120.0.0.0,63.12
